,datetime,network,receiver,sender,status,txfee,txhash,unixtimestamp,value
107,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,4.52e-05,96cd1311054127ffdc1a6b1cbf91823f3122fcd12214fb702ad77e5b865a26b5,1514679654,0.00133643
108,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.00036173,1641c7d223604cbbd7663c51a5df0ecb555af2b78dbb6c75d0a1a1df36ac92db,1514679654,0.01360525
109,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.00017,d6e1af4f1b198f3f0419c3e6552e6f3735be55f595f61a0a97cd835cb797317d,1514679654,0.07051983
110,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.0005595,c2182f8a25efef823de190d890b31ded16f099d41c6208e33c604a9306993e39,1514679654,0.00410193
111,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.00040716,f2baf523cc34fc43bc90b163746d10d351250ec79acb8ab6d7118a955db29dd4,1514679654,0.00638628
112,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.00023753,d813907c749ea0df164ee53a0341840b479222f3fb0578a01ba8318f15215af1,1514679654,0.03676247
113,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.002028,33dfffdd9d7059ad3cf05ee77f12559a8395df093fd2ce5adcb5115f98e7f4ef,1514679654,4.76842813
114,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.000201,08888213e2178cac85e031dc5bce084c963697446ab9560ba0e32d8b3f552df1,1514679654,0.002255
115,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.002,c9045cf90970fb772ec5976493268f0a6588f79b486f20fd871bc46179af2805,1514679654,2.39983828
116,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.0080943,f8760667c3e5daf8c0c6e4b413eb2712c5ef785e3c8bcaa18c3c390cb3e902af,1514679654,0.18870115
117,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.00516658,7f6704c2ed90abc7d1b67efece0461dc028d93295783c7fa19af1d1570e046ec,1514679654,0.03073935
118,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.0078225,d9977e901beec2041a26a816f60ba755be164721536c14f97629502364da1088,1514679654,0.55976325
119,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.00245362,d97ac7381e5a03611cbba7fc966f92de70444ed5c8c97fcc8cb5c4d64e2a65dd,1514679654,0.01832504
120,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.0022597,fe0ee3e338bb98715e43e163fc746c9dbdfc826aea5428c90b5732e01f0d70c9,1514679654,0.257579
121,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.00226821,9c7b77e12bea2aa88590d00a87d0093b0cd7251495ebd69d3693c378432130ed,1514679654,0.11
122,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.00223344,050c90115bc31986547f1bc97e556ecd7d0611d9a464c8fea456e63f559b435f,1514679654,0.0357
123,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.0199571,b826ae98fe4049146df6f4282e54e9a671afb1670e60e653eaa3a6085104abd4,1514679654,12.63993495
124,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.00279079,d19b2b3755b25f63cabf8945cc19a027fb73821706d08a2aed4f91e4f8e93a4e,1514679654,0.00220921
125,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.0024528,5944f1386ef1494af443d3ebb0c4c501220fa70fa06a0c42a7891b2248371527,1514679654,0.68041839
126,2017-12-30 19:20:54,Bitcoin,SomeNumberOfReceivers,SomeNumberOfSenders,1,0.00242371,29e5b1250697f2acd289e247ed7279b3d48c592227260635dca931a0064c6710,1514679654,0.56724172
